#--------------------------------------------------------------------------------
# Auto-generated by LiteX (6d10d8175) on 2025-10-16 14:57:13
#--------------------------------------------------------------------------------
csr_base,ctrl,0xf0000000,,
csr_base,identifier_mem,0xf0000800,,
csr_base,uart,0xf0001000,,
csr_base,timer0,0xf0001800,,
csr_base,leds,0xf0002000,,
csr_base,sdram,0xf0002800,,
csr_base,spisdcard,0xf0003000,,
csr_register,ctrl_reset,0xf0000000,1,rw
csr_register,ctrl_scratch,0xf0000004,1,rw
csr_register,ctrl_bus_errors,0xf0000008,1,ro
csr_register,uart_rxtx,0xf0001000,1,rw
csr_register,uart_txfull,0xf0001004,1,ro
csr_register,uart_rxempty,0xf0001008,1,ro
csr_register,uart_ev_status,0xf000100c,1,ro
csr_register,uart_ev_pending,0xf0001010,1,rw
csr_register,uart_ev_enable,0xf0001014,1,rw
csr_register,uart_txempty,0xf0001018,1,ro
csr_register,uart_rxfull,0xf000101c,1,ro
csr_register,timer0_load,0xf0001800,1,rw
csr_register,timer0_reload,0xf0001804,1,rw
csr_register,timer0_en,0xf0001808,1,rw
csr_register,timer0_update_value,0xf000180c,1,rw
csr_register,timer0_value,0xf0001810,1,ro
csr_register,timer0_ev_status,0xf0001814,1,ro
csr_register,timer0_ev_pending,0xf0001818,1,rw
csr_register,timer0_ev_enable,0xf000181c,1,rw
csr_register,leds_out,0xf0002000,1,rw
csr_register,sdram_dfii_control,0xf0002800,1,rw
csr_register,sdram_dfii_pi0_command,0xf0002804,1,rw
csr_register,sdram_dfii_pi0_command_issue,0xf0002808,1,rw
csr_register,sdram_dfii_pi0_address,0xf000280c,1,rw
csr_register,sdram_dfii_pi0_baddress,0xf0002810,1,rw
csr_register,sdram_dfii_pi0_wrdata,0xf0002814,1,rw
csr_register,sdram_dfii_pi0_rddata,0xf0002818,1,ro
csr_register,spisdcard_control,0xf0003000,1,rw
csr_register,spisdcard_status,0xf0003004,1,ro
csr_register,spisdcard_mosi,0xf0003008,1,rw
csr_register,spisdcard_miso,0xf000300c,1,ro
csr_register,spisdcard_cs,0xf0003010,1,rw
csr_register,spisdcard_loopback,0xf0003014,1,rw
csr_register,spisdcard_clk_divider,0xf0003018,1,rw
constant,config_platform_name,terasic_de0nano,,
constant,config_clock_frequency,50000000,,
constant,config_cpu_has_interrupt,None,,
constant,config_cpu_reset_addr,0,,
constant,config_cpu_count,1,,
constant,config_cpu_isa,rv32i2p0_ma,,
constant,config_cpu_mmu,sv32,,
constant,config_cpu_dcache_size,4096,,
constant,config_cpu_dcache_ways,1,,
constant,config_cpu_dcache_block_size,64,,
constant,config_cpu_icache_size,4096,,
constant,config_cpu_icache_ways,1,,
constant,config_cpu_icache_block_size,64,,
constant,config_cpu_dtlb_size,4,,
constant,config_cpu_dtlb_ways,4,,
constant,config_cpu_itlb_size,4,,
constant,config_cpu_itlb_ways,4,,
constant,config_cpu_type_vexriscv_smp,None,,
constant,config_cpu_variant_linux,None,,
constant,config_cpu_family,riscv,,
constant,config_cpu_name,vexriscv,,
constant,config_cpu_human_name,vexriscv smp-linux,,
constant,config_cpu_nop,nop,,
constant,config_bios_no_build_time,None,,
constant,config_identifier,litex soc on de0-nano,,
constant,config_l2_size,256,,
constant,config_csr_data_width,32,,
constant,config_csr_alignment,32,,
constant,config_csr_ordering_big,None,,
constant,config_bus_standard,wishbone,,
constant,config_bus_data_width,32,,
constant,config_bus_address_width,32,,
constant,config_bus_bursting,0,,
constant,config_cpu_interrupts,3,,
constant,timer0_interrupt,2,,
constant,uart_interrupt,1,,
memory_region,opensbi,0x40f00000,524288,cached+linker
memory_region,plic,0xf0c00000,4194304,io
memory_region,clint,0xf0010000,65536,io
memory_region,rom,0x00000000,65536,cached
memory_region,sram,0x10000000,4096,cached
memory_region,main_ram,0x40000000,33554432,cached
memory_region,csr,0xf0000000,65536,io
